year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
1991,0.35,0.35,0.30,0.28,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.28,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.28,0.25,0.35,0.35,0.30,0.28,0.25,0.25,0.28,0.28,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.28,0.25,0.25,0.35,0.28,0.25,0.25,0.28,0.30,0.25,0.28,0.28,0.25,0.28,0.30,0.28,0.35,0.30,0.28,0.28,0.28,0.30,0.28,0.28,0.35,0.28,0.35,0.28,0.30,0.28,0.30,0.30,0.25,0.30,0.30,0.28,0.25,0.28,0.25,0.25,0.28,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.28,0.25,0.30,0.35,0.28,0.30,0.28,0.25,0.28,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.28,0.28,0.28,0.35,0.28,0.28,0.25,0.25,0.25,0.25,0.28,0.28,0.28,0.28,0.28,0.25,0.28,0.28,0.28,0.28,0.28,0.28,0.25,0.25,0.25,0.28
1992,0.35,0.35,0.30,0.29,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.29,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.29,0.25,0.35,0.35,0.30,0.29,0.25,0.25,0.29,0.29,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.29,0.25,0.25,0.35,0.29,0.25,0.25,0.29,0.30,0.25,0.29,0.29,0.25,0.29,0.30,0.29,0.35,0.30,0.29,0.29,0.29,0.30,0.29,0.29,0.35,0.29,0.35,0.29,0.30,0.29,0.30,0.30,0.25,0.30,0.30,0.29,0.25,0.29,0.25,0.25,0.29,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.29,0.25,0.30,0.35,0.29,0.30,0.29,0.25,0.29,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.29,0.29,0.29,0.35,0.29,0.29,0.25,0.25,0.25,0.25,0.29,0.29,0.29,0.29,0.29,0.25,0.29,0.29,0.29,0.29,0.29,0.29,0.25,0.25,0.25,0.29
1993,0.35,0.35,0.30,0.30,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.30,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.30,0.25,0.35,0.35,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.30,0.25,0.25,0.35,0.30,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.30,0.30,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.25,0.30,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.30,0.30,0.30,0.35,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.30,0.30,0.30,0.25,0.30,0.30,0.30,0.30,0.30,0.30,0.25,0.25,0.25,0.30
1994,0.35,0.35,0.30,0.31,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.31,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.31,0.25,0.35,0.35,0.30,0.31,0.25,0.25,0.31,0.31,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.31,0.25,0.25,0.35,0.31,0.25,0.25,0.31,0.30,0.25,0.31,0.31,0.25,0.31,0.30,0.31,0.35,0.30,0.31,0.31,0.31,0.30,0.31,0.31,0.35,0.31,0.35,0.31,0.30,0.31,0.30,0.30,0.25,0.30,0.30,0.31,0.25,0.31,0.25,0.25,0.31,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.31,0.25,0.30,0.35,0.31,0.30,0.31,0.25,0.31,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.31,0.31,0.31,0.35,0.31,0.31,0.25,0.25,0.25,0.25,0.31,0.31,0.31,0.31,0.31,0.25,0.31,0.31,0.31,0.31,0.31,0.31,0.25,0.25,0.25,0.31
1995,0.35,0.35,0.30,0.32,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.32,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.32,0.25,0.35,0.35,0.30,0.32,0.25,0.25,0.32,0.32,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.32,0.25,0.25,0.35,0.32,0.25,0.25,0.32,0.30,0.25,0.32,0.32,0.25,0.32,0.30,0.32,0.35,0.30,0.32,0.32,0.32,0.30,0.32,0.32,0.35,0.32,0.35,0.32,0.30,0.32,0.30,0.30,0.25,0.30,0.30,0.32,0.25,0.32,0.25,0.25,0.32,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.32,0.25,0.30,0.35,0.32,0.30,0.32,0.25,0.32,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.32,0.32,0.32,0.35,0.32,0.32,0.25,0.25,0.25,0.25,0.32,0.32,0.32,0.32,0.32,0.25,0.32,0.32,0.32,0.32,0.32,0.32,0.25,0.25,0.25,0.32
1996,0.35,0.35,0.30,0.33,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.33,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.33,0.25,0.35,0.35,0.30,0.33,0.25,0.25,0.33,0.33,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.33,0.25,0.25,0.35,0.33,0.25,0.25,0.33,0.30,0.25,0.33,0.33,0.25,0.33,0.30,0.33,0.35,0.30,0.33,0.33,0.33,0.30,0.33,0.33,0.35,0.33,0.35,0.33,0.30,0.33,0.30,0.30,0.25,0.30,0.30,0.33,0.25,0.33,0.25,0.25,0.33,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.33,0.25,0.30,0.35,0.33,0.30,0.33,0.25,0.33,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.33,0.33,0.33,0.35,0.33,0.33,0.25,0.25,0.25,0.25,0.33,0.33,0.33,0.33,0.33,0.25,0.33,0.33,0.33,0.33,0.33,0.33,0.25,0.25,0.25,0.33
1997,0.35,0.35,0.30,0.34,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.34,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.34,0.25,0.35,0.35,0.30,0.34,0.25,0.25,0.34,0.34,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.34,0.25,0.25,0.35,0.34,0.25,0.25,0.34,0.30,0.25,0.34,0.34,0.25,0.34,0.30,0.34,0.35,0.30,0.34,0.34,0.34,0.30,0.34,0.34,0.35,0.34,0.35,0.34,0.30,0.34,0.30,0.30,0.25,0.30,0.30,0.34,0.25,0.34,0.25,0.25,0.34,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.34,0.25,0.30,0.35,0.34,0.30,0.34,0.25,0.34,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.34,0.34,0.34,0.35,0.34,0.34,0.25,0.25,0.25,0.25,0.34,0.34,0.34,0.34,0.34,0.25,0.34,0.34,0.34,0.34,0.34,0.34,0.25,0.25,0.25,0.34
1998,0.35,0.35,0.30,0.34,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.34,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.34,0.25,0.35,0.35,0.30,0.34,0.25,0.25,0.34,0.34,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.34,0.25,0.25,0.35,0.34,0.25,0.25,0.34,0.30,0.25,0.34,0.34,0.25,0.34,0.30,0.34,0.35,0.30,0.34,0.34,0.34,0.30,0.34,0.34,0.35,0.34,0.35,0.34,0.30,0.34,0.30,0.30,0.25,0.30,0.30,0.34,0.25,0.34,0.25,0.25,0.34,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.34,0.25,0.30,0.35,0.34,0.30,0.34,0.25,0.34,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.34,0.34,0.34,0.35,0.34,0.34,0.25,0.25,0.25,0.25,0.34,0.34,0.34,0.34,0.34,0.25,0.34,0.34,0.34,0.34,0.34,0.34,0.25,0.25,0.25,0.34
1999,0.35,0.35,0.30,0.35,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.35,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.35,0.25,0.35,0.35,0.30,0.35,0.25,0.25,0.35,0.35,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.35,0.25,0.25,0.35,0.35,0.25,0.25,0.35,0.30,0.25,0.35,0.35,0.25,0.35,0.30,0.35,0.35,0.30,0.35,0.35,0.35,0.30,0.35,0.35,0.35,0.35,0.35,0.35,0.30,0.35,0.30,0.30,0.25,0.30,0.30,0.35,0.25,0.35,0.25,0.25,0.35,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.35,0.25,0.30,0.35,0.35,0.30,0.35,0.25,0.35,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.35,0.35,0.35,0.35,0.35,0.35,0.25,0.25,0.25,0.25,0.35,0.35,0.35,0.35,0.35,0.25,0.35,0.35,0.35,0.35,0.35,0.35,0.25,0.25,0.25,0.35
2000,0.35,0.35,0.30,0.35,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.35,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.35,0.25,0.35,0.35,0.30,0.35,0.25,0.25,0.35,0.35,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.35,0.25,0.25,0.35,0.35,0.25,0.25,0.35,0.30,0.25,0.35,0.35,0.25,0.35,0.30,0.35,0.35,0.30,0.35,0.35,0.35,0.30,0.35,0.35,0.35,0.35,0.35,0.35,0.30,0.35,0.30,0.30,0.25,0.30,0.30,0.35,0.25,0.35,0.25,0.25,0.35,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.35,0.25,0.30,0.35,0.35,0.30,0.35,0.25,0.35,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.35,0.35,0.35,0.35,0.35,0.35,0.25,0.25,0.25,0.25,0.35,0.35,0.35,0.35,0.35,0.25,0.35,0.35,0.35,0.35,0.35,0.35,0.25,0.25,0.25,0.35
2001,0.35,0.35,0.30,0.36,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.36,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.36,0.25,0.35,0.35,0.30,0.36,0.25,0.25,0.36,0.36,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.36,0.25,0.25,0.35,0.36,0.25,0.25,0.36,0.30,0.25,0.36,0.36,0.25,0.36,0.30,0.36,0.35,0.30,0.36,0.36,0.36,0.30,0.36,0.36,0.35,0.36,0.35,0.36,0.30,0.36,0.30,0.30,0.25,0.30,0.30,0.36,0.25,0.36,0.25,0.25,0.36,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.36,0.25,0.30,0.35,0.36,0.30,0.36,0.25,0.36,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.36,0.36,0.36,0.35,0.36,0.36,0.25,0.25,0.25,0.25,0.36,0.36,0.36,0.36,0.36,0.25,0.36,0.36,0.36,0.36,0.36,0.36,0.25,0.25,0.25,0.36
2002,0.35,0.35,0.30,0.36,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.36,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.36,0.25,0.35,0.35,0.30,0.36,0.25,0.25,0.36,0.36,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.36,0.25,0.25,0.35,0.36,0.25,0.25,0.36,0.30,0.25,0.36,0.36,0.25,0.36,0.30,0.36,0.35,0.30,0.36,0.36,0.36,0.30,0.36,0.36,0.35,0.36,0.35,0.36,0.30,0.36,0.30,0.30,0.25,0.30,0.30,0.36,0.25,0.36,0.25,0.25,0.36,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.36,0.25,0.30,0.35,0.36,0.30,0.36,0.25,0.36,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.36,0.36,0.36,0.35,0.36,0.36,0.25,0.25,0.25,0.25,0.36,0.36,0.36,0.36,0.36,0.25,0.36,0.36,0.36,0.36,0.36,0.36,0.25,0.25,0.25,0.36
2003,0.35,0.35,0.30,0.37,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.37,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.37,0.25,0.35,0.35,0.30,0.37,0.25,0.25,0.37,0.37,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.37,0.25,0.25,0.35,0.37,0.25,0.25,0.37,0.30,0.25,0.37,0.37,0.25,0.37,0.30,0.37,0.35,0.30,0.37,0.37,0.37,0.30,0.37,0.37,0.35,0.37,0.35,0.37,0.30,0.37,0.30,0.30,0.25,0.30,0.30,0.37,0.25,0.37,0.25,0.25,0.37,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.37,0.25,0.30,0.35,0.37,0.30,0.37,0.25,0.37,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.37,0.37,0.37,0.35,0.37,0.37,0.25,0.25,0.25,0.25,0.37,0.37,0.37,0.37,0.37,0.25,0.37,0.37,0.37,0.37,0.37,0.37,0.25,0.25,0.25,0.37
2004,0.35,0.35,0.30,0.37,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.37,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.37,0.25,0.35,0.35,0.30,0.37,0.25,0.25,0.37,0.37,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.37,0.25,0.25,0.35,0.37,0.25,0.25,0.37,0.30,0.25,0.37,0.37,0.25,0.37,0.30,0.37,0.35,0.30,0.37,0.37,0.37,0.30,0.37,0.37,0.35,0.37,0.35,0.37,0.30,0.37,0.30,0.30,0.25,0.30,0.30,0.37,0.25,0.37,0.25,0.25,0.37,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.37,0.25,0.30,0.35,0.37,0.30,0.37,0.25,0.37,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.37,0.37,0.37,0.35,0.37,0.37,0.25,0.25,0.25,0.25,0.37,0.37,0.37,0.37,0.37,0.25,0.37,0.37,0.37,0.37,0.37,0.37,0.25,0.25,0.25,0.37
2005,0.35,0.35,0.30,0.38,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.38,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.38,0.25,0.35,0.35,0.30,0.38,0.25,0.25,0.38,0.38,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.38,0.25,0.25,0.35,0.38,0.25,0.25,0.38,0.30,0.25,0.38,0.38,0.25,0.38,0.30,0.38,0.35,0.30,0.38,0.38,0.38,0.30,0.38,0.38,0.35,0.38,0.35,0.38,0.30,0.38,0.30,0.30,0.25,0.30,0.30,0.38,0.25,0.38,0.25,0.25,0.38,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.38,0.25,0.30,0.35,0.38,0.30,0.38,0.25,0.38,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.38,0.38,0.35,0.38,0.38,0.25,0.25,0.25,0.25,0.38,0.38,0.38,0.38,0.38,0.25,0.38,0.38,0.38,0.38,0.38,0.38,0.25,0.25,0.25,0.38
2006,0.35,0.35,0.30,0.38,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.38,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.38,0.25,0.35,0.35,0.30,0.38,0.25,0.25,0.38,0.38,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.38,0.25,0.25,0.35,0.38,0.25,0.25,0.38,0.30,0.25,0.38,0.38,0.25,0.38,0.30,0.38,0.35,0.30,0.38,0.38,0.38,0.30,0.38,0.38,0.35,0.38,0.35,0.38,0.30,0.38,0.30,0.30,0.25,0.30,0.30,0.38,0.25,0.38,0.25,0.25,0.38,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.38,0.25,0.30,0.35,0.38,0.30,0.38,0.25,0.38,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.38,0.38,0.35,0.38,0.38,0.25,0.25,0.25,0.25,0.38,0.38,0.38,0.38,0.38,0.25,0.38,0.38,0.38,0.38,0.38,0.38,0.25,0.25,0.25,0.38
2007,0.35,0.35,0.30,0.39,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.39,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.39,0.25,0.35,0.35,0.30,0.39,0.25,0.25,0.39,0.39,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.39,0.25,0.25,0.35,0.39,0.25,0.25,0.39,0.30,0.25,0.39,0.39,0.25,0.39,0.30,0.39,0.35,0.30,0.39,0.39,0.39,0.30,0.39,0.39,0.35,0.39,0.35,0.39,0.30,0.39,0.30,0.30,0.25,0.30,0.30,0.39,0.25,0.39,0.25,0.25,0.39,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.39,0.25,0.30,0.35,0.39,0.30,0.39,0.25,0.39,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.39,0.39,0.39,0.35,0.39,0.39,0.25,0.25,0.25,0.25,0.39,0.39,0.39,0.39,0.39,0.25,0.39,0.39,0.39,0.39,0.39,0.39,0.25,0.25,0.25,0.39
2008,0.35,0.35,0.30,0.39,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.39,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.39,0.25,0.35,0.35,0.30,0.39,0.25,0.25,0.39,0.39,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.39,0.25,0.25,0.35,0.39,0.25,0.25,0.39,0.30,0.25,0.39,0.39,0.25,0.39,0.30,0.39,0.35,0.30,0.39,0.39,0.39,0.30,0.39,0.39,0.35,0.39,0.35,0.39,0.30,0.39,0.30,0.30,0.25,0.30,0.30,0.39,0.25,0.39,0.25,0.25,0.39,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.39,0.25,0.30,0.35,0.39,0.30,0.39,0.25,0.39,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.39,0.39,0.39,0.35,0.39,0.39,0.25,0.25,0.25,0.25,0.39,0.39,0.39,0.39,0.39,0.25,0.39,0.39,0.39,0.39,0.39,0.39,0.25,0.25,0.25,0.39
2009,0.35,0.35,0.30,0.40,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.40,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.40,0.25,0.35,0.35,0.30,0.40,0.25,0.25,0.40,0.40,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.40,0.25,0.25,0.35,0.40,0.25,0.25,0.40,0.30,0.25,0.40,0.40,0.25,0.40,0.30,0.40,0.35,0.30,0.40,0.40,0.40,0.30,0.40,0.40,0.35,0.40,0.35,0.40,0.30,0.40,0.30,0.30,0.25,0.30,0.30,0.40,0.25,0.40,0.25,0.25,0.40,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.40,0.25,0.30,0.35,0.40,0.30,0.40,0.25,0.40,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.40,0.40,0.40,0.35,0.40,0.40,0.25,0.25,0.25,0.25,0.40,0.40,0.40,0.40,0.40,0.25,0.40,0.40,0.40,0.40,0.40,0.40,0.25,0.25,0.25,0.40
2010,0.35,0.35,0.30,0.40,0.35,0.35,0.30,0.25,0.30,0.35,0.30,0.30,0.30,0.30,0.30,0.25,0.40,0.30,0.25,0.30,0.30,0.30,0.30,0.35,0.30,0.35,0.30,0.30,0.25,0.35,0.35,0.25,0.25,0.25,0.30,0.40,0.25,0.35,0.35,0.30,0.40,0.25,0.25,0.40,0.40,0.30,0.30,0.25,0.25,0.25,0.25,0.30,0.30,0.25,0.30,0.30,0.25,0.25,0.30,0.30,0.30,0.30,0.25,0.25,0.35,0.40,0.25,0.25,0.35,0.40,0.25,0.25,0.40,0.30,0.25,0.40,0.40,0.25,0.40,0.30,0.40,0.35,0.30,0.40,0.40,0.40,0.30,0.40,0.40,0.35,0.40,0.35,0.40,0.30,0.40,0.30,0.30,0.25,0.30,0.30,0.40,0.25,0.40,0.25,0.25,0.40,0.30,0.25,0.30,0.30,0.30,0.25,0.30,0.25,0.25,0.25,0.25,0.30,0.25,0.25,0.25,0.40,0.25,0.30,0.35,0.40,0.30,0.40,0.25,0.40,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.40,0.40,0.40,0.35,0.40,0.40,0.25,0.25,0.25,0.25,0.40,0.40,0.40,0.40,0.40,0.25,0.40,0.40,0.40,0.40,0.40,0.40,0.25,0.25,0.25,0.40
